Customer ID,Recency,Frequency,Monetary,FutureRevenue,FutureRevenue_Log,AvgOrderValue,TenureDays,PurchaseRate,RecencyRatio
12407.0,73,2,495.96,1212.16,7.100983804614766,247.98,102,0.0196078431372549,0.7156862745098039
12408.0,1,11,2897.86,1381.78,7.231851244535295,263.4418181818182,336,0.03273809523809524,0.002976190476190476
12409.0,20,7,18240.62,4849.85,8.486909226307645,2605.802857142857,403,0.017369727047146403,0.04962779156327544
12410.0,139,4,1001.46,0.0,0.0,250.365,340,0.011764705882352941,0.4088235294117647
12411.0,247,1,346.9,0.0,0.0,346.9,247,0.004048582995951417,1.0
12412.0,7,6,1868.65,712.38,6.570014237768704,311.44166666666666,377,0.015915119363395226,0.01856763925729443
12413.0,74,5,741.3,194.20000000000002,5.274024673978992,148.26,240,0.020833333333333332,0.30833333333333335
12414.0,55,8,692.41,0.0,0.0,86.55125,301,0.026578073089700997,0.18272425249169436
12415.0,15,18,93260.85,50008.44,10.819967066589806,5181.158333333334,365,0.049315068493150684,0.0410958904109589
12416.0,494,1,202.56,0.0,0.0,202.56,494,0.0020242914979757085,1.0
12417.0,25,22,4977.33,1730.88,7.456962802657464,226.24227272727273,571,0.03852889667250438,0.043782837127845885
12418.0,251,4,1348.37,668.58,6.506650650150935,337.0925,468,0.008547008547008548,0.5363247863247863
12419.0,223,2,503.01,0.0,0.0,251.505,251,0.00796812749003984,0.8884462151394422
12421.0,11,6,682.59,410.24,6.019176985674518,113.765,343,0.01749271137026239,0.03206997084548105
12422.0,6,20,3971.65,147.7,5.001930853466109,198.5825,559,0.03577817531305903,0.01073345259391771
12423.0,29,8,2214.77,397.42,5.987506725253638,276.84625,303,0.026402640264026403,0.09570957095709572
12424.0,260,5,1528.82,1760.96,7.474182104762846,305.764,570,0.008771929824561403,0.45614035087719296
12425.0,268,2,903.61,777.2,6.6569835605504535,451.805,286,0.006993006993006993,0.9370629370629371
12426.0,32,3,1311.41,0.0,0.0,437.1366666666667,500,0.006,0.064
12427.0,189,2,550.05,461.82,6.137338209597526,275.025,209,0.009569377990430622,0.9043062200956937
12428.0,80,8,6236.2300000000005,1640.97,7.403652019443519,779.5287500000001,121,0.06611570247933884,0.6611570247933884
12429.0,10,8,6529.99,905.52,6.8096130928307295,816.24875,384,0.020833333333333332,0.026041666666666668
12431.0,28,24,7428.65,3290.76,8.099177655129614,309.52708333333334,531,0.04519774011299435,0.05273069679849341
12432.0,8,3,4016.66,1042.66,6.950489044902347,1338.8866666666665,10,0.3,0.8
12433.0,204,6,10840.11,9588.75,9.168450098715997,1806.6850000000002,314,0.01910828025477707,0.6496815286624203
12434.0,87,4,542.59,519.89,6.255538887024156,135.6475,219,0.0182648401826484,0.3972602739726027
12435.0,105,5,10075.03,3850.9,8.256321812041056,2015.006,575,0.008695652173913044,0.1826086956521739
12437.0,15,38,9920.17,2474.68,7.814270384741363,261.0571052631579,575,0.06608695652173913,0.02608695652173913
12439.0,520,3,1104.48,0.0,0.0,368.16,563,0.0053285968028419185,0.9236234458259325
12440.0,295,3,768.15,0.0,0.0,256.05,555,0.005405405405405406,0.5315315315315315
12441.0,204,1,347.1,0.0,0.0,347.1,204,0.004901960784313725,1.0
12443.0,570,1,485.31,0.0,0.0,485.31,570,0.0017543859649122807,1.0
12444.0,9,1,1870.2,3135.26,8.050786286196873,1870.2,9,0.1111111111111111,1.0
12445.0,238,2,293.08000000000004,133.4,4.900820428089049,146.54000000000002,258,0.007751937984496124,0.9224806201550387
12447.0,81,1,476.49,0.0,0.0,476.49,81,0.012345679012345678,1.0
12449.0,25,3,1627.53,3208.36,8.073826819298795,542.51,276,0.010869565217391304,0.09057971014492754
12450.0,11,6,570.95,96.0,4.574710978503383,95.15833333333335,312,0.019230769230769232,0.035256410256410256
12451.0,56,6,8920.83,3625.7,8.196078422876056,1486.805,367,0.01634877384196185,0.15258855585831063
12454.0,233,7,4292.71,5.684341886080802e-14,5.68434188608064e-14,613.2442857142858,520,0.013461538461538462,0.4480769230769231
12455.0,27,7,5376.39,503.56,6.2236867623553955,768.0557142857143,559,0.012522361359570662,0.04830053667262969
12456.0,92,1,940.1700000000001,2213.7200000000003,7.702881263653499,940.1700000000001,92,0.010869565217391304,1.0
12457.0,71,7,1396.8799999999999,1075.43,6.981405289144416,199.5542857142857,273,0.02564102564102564,0.2600732600732601
12458.0,122,3,1272.01,505.48,6.227484836235871,424.00333333333333,325,0.009230769230769232,0.37538461538461537
12459.0,443,1,454.36,0.0,0.0,454.36,443,0.002257336343115124,1.0
12460.0,294,1,326.65,0.0,0.0,326.65,294,0.003401360544217687,1.0
12462.0,132,2,741.3100000000001,382.7,5.949860997252907,370.65500000000003,141,0.014184397163120567,0.9361702127659575
12463.0,13,5,974.39,329.24,5.799819662853143,194.878,79,0.06329113924050633,0.16455696202531644
12464.0,38,4,544.8499999999999,667.1999999999999,6.504587529922656,136.21249999999998,147,0.027210884353741496,0.2585034013605442
12465.0,7,1,440.94,292.95,5.683409684848264,440.94,7,0.14285714285714285,1.0
12466.0,520,1,56.73,0.0,0.0,56.73,520,0.0019230769230769232,1.0
12469.0,360,2,3070.54,0.0,0.0,1535.27,374,0.0053475935828877,0.9625668449197861
12470.0,527,1,211.95,0.0,0.0,211.95,527,0.0018975332068311196,1.0
12471.0,42,105,26946.73,11001.88,9.305912335693927,256.6355238095238,575,0.1826086956521739,0.07304347826086957
12472.0,17,31,14770.83,2185.86,7.690222003995828,476.4783870967742,568,0.05457746478873239,0.02992957746478873
12473.0,23,3,595.73,2252.5,7.720239842130703,198.57666666666668,29,0.10344827586206896,0.7931034482758621
12474.0,4,41,7910.4,4056.05,8.308211387508122,192.93658536585366,504,0.08134920634920635,0.007936507936507936
12475.0,247,1,426.26,723.38,6.585316116572351,426.26,247,0.004048582995951417,1.0
12476.0,41,28,9521.49,4194.13,8.341679607694093,340.05321428571426,339,0.08259587020648967,0.12094395280235988
12477.0,77,6,11629.4,8544.24,9.053129681755621,1938.2333333333333,461,0.013015184381778741,0.16702819956616052
12480.0,105,6,3740.7400000000002,1694.36,7.43565038664365,623.4566666666667,345,0.017391304347826087,0.30434782608695654
12481.0,17,16,10722.47,1494.56,7.310255997626286,670.154375,445,0.035955056179775284,0.038202247191011236
12482.0,287,32,21893.53,0.0,0.0,684.1728125,491,0.06517311608961303,0.5845213849287169
12483.0,21,22,3777.35,1069.52,6.975899790713693,171.69772727272726,515,0.04271844660194175,0.040776699029126215
12484.0,14,11,4048.74,2255.11,7.721397370294523,368.0672727272727,574,0.01916376306620209,0.024390243902439025
12485.0,367,1,708.1,0.0,0.0,708.1,367,0.0027247956403269754,1.0
12486.0,269,1,1037.28,0.0,0.0,1037.28,269,0.0037174721189591076,1.0
12487.0,568,2,259.79999999999995,0.0,0.0,129.89999999999998,568,0.0035211267605633804,1.0
12489.0,174,1,334.93,0.0,0.0,334.93,174,0.005747126436781609,1.0
12490.0,10,15,6080.49,3738.15,8.226613591850946,405.366,576,0.026041666666666668,0.017361111111111112
12492.0,241,1,452.0,263.21000000000004,5.5767442414854775,452.0,241,0.004149377593360996,1.0
12493.0,3,3,416.79,0.0,0.0,138.93,35,0.08571428571428572,0.08571428571428572
12494.0,34,12,1288.76,454.76,6.12196635517214,107.39666666666666,414,0.028985507246376812,0.0821256038647343
12495.0,472,2,323.4,0.0,0.0,161.7,478,0.0041841004184100415,0.9874476987447699
12496.0,458,2,54.09,0.0,0.0,27.045,458,0.004366812227074236,1.0
12497.0,238,3,5168.650000000001,1043.1,6.950910549296065,1722.8833333333334,520,0.0057692307692307696,0.4576923076923077
12499.0,398,1,393.72,0.0,0.0,393.72,398,0.002512562814070352,1.0
12500.0,6,17,3061.88,2810.43,7.941448529680883,180.11058823529413,511,0.033268101761252444,0.011741682974559686
12501.0,153,2,2089.68,0.0,0.0,1044.84,174,0.011494252873563218,0.8793103448275862
12502.0,55,3,1842.65,1881.22,7.540207210231585,614.2166666666667,147,0.02040816326530612,0.3741496598639456
12504.0,255,2,297.0,114.0,4.74493212836325,148.5,434,0.004608294930875576,0.5875576036866359
12505.0,139,3,908.0,0.0,0.0,302.6666666666667,246,0.012195121951219513,0.5650406504065041
12506.0,70,1,73.5,0.0,0.0,73.5,70,0.014285714285714285,1.0
12507.0,136,2,985.41,811.9,6.700608100752526,492.705,422,0.004739336492890996,0.3222748815165877
12509.0,122,1,176.5,0.0,0.0,176.5,122,0.00819672131147541,1.0
12510.0,163,15,3387.81,301.52,5.712147390987829,225.85399999999998,573,0.02617801047120419,0.2844677137870855
12511.0,252,2,3065.77,0.0,0.0,1532.885,266,0.007518796992481203,0.9473684210526315
12514.0,105,2,1597.76,0.0,0.0,798.88,479,0.0041753653444676405,0.21920668058455114
12515.0,191,1,383.7,0.0,0.0,383.7,191,0.005235602094240838,1.0
12516.0,18,3,1919.76,728.86,6.5928527349282255,639.92,437,0.006864988558352402,0.041189931350114416
12517.0,28,1,766.95,1697.94,7.437759806157234,766.95,28,0.03571428571428571,1.0
12519.0,302,2,354.35,340.84,5.83434279133577,177.175,314,0.006369426751592357,0.9617834394904459
12520.0,42,4,1645.81,936.7,6.8434300684255795,411.4525,111,0.036036036036036036,0.3783783783783784
12523.0,90,21,2975.4700000000003,1245.38,7.127998628774648,141.68904761904764,575,0.036521739130434785,0.1565217391304348
12524.0,42,15,9439.02,1652.3400000000001,7.410552763300799,629.268,507,0.029585798816568046,0.08284023668639054
12525.0,329,8,835.1800000000001,0.0,0.0,104.39750000000001,573,0.013961605584642234,0.5741710296684118
12527.0,132,4,671.72,63.790000000000006,4.171151270461866,167.93,367,0.010899182561307902,0.35967302452316074
12528.0,97,3,765.46,1156.82,7.054294205636319,255.15333333333334,150,0.02,0.6466666666666666
12529.0,360,2,311.78000000000003,0.0,0.0,155.89000000000001,366,0.00546448087431694,0.9836065573770492
12530.0,71,9,2871.23,818.63,6.7088530189159465,319.02555555555557,480,0.01875,0.14791666666666667
12531.0,518,2,1773.83,125.22,4.838026416156094,886.915,524,0.003816793893129771,0.9885496183206107
12533.0,456,6,1149.99,0.0,0.0,191.665,576,0.010416666666666666,0.7916666666666666
12535.0,24,1,371.45,344.9,5.846149715943123,371.45,24,0.041666666666666664,1.0
12537.0,246,1,732.94,0.0,0.0,732.94,246,0.0040650406504065045,1.0
12538.0,216,1,276.5,363.95,5.899760357897641,276.5,216,0.004629629629629629,1.0
12539.0,100,7,8448.24,1050.66,6.958125147142896,1206.8914285714286,554,0.01263537906137184,0.18050541516245489
12540.0,24,25,15235.07,6872.22,8.835387979921117,609.4028,570,0.043859649122807015,0.042105263157894736
12541.0,11,2,536.14,445.03999999999996,6.100408634097161,268.07,118,0.01694915254237288,0.09322033898305085
12542.0,322,4,423.38,0.0,0.0,105.845,478,0.008368200836820083,0.6736401673640168
12543.0,286,1,980.25,0.0,0.0,980.25,286,0.0034965034965034965,1.0
12545.0,97,1,628.15,372.24,5.9222216443658215,628.15,97,0.010309278350515464,1.0
12547.0,35,3,383.58,0.0,0.0,127.86,338,0.008875739644970414,0.10355029585798817
12548.0,4,1,95.19999999999999,0.0,0.0,95.19999999999999,4,0.25,1.0
12549.0,413,6,1575.68,0.0,0.0,262.61333333333334,535,0.011214953271028037,0.77196261682243
12551.0,195,1,168.0,0.0,0.0,168.0,195,0.005128205128205128,1.0
12553.0,42,11,2594.89,1953.93,7.578109666151831,235.8990909090909,261,0.0421455938697318,0.16091954022988506
12554.0,286,1,468.5,0.0,0.0,468.5,286,0.0034965034965034965,1.0
12555.0,520,1,129.23,0.0,0.0,129.23,520,0.0019230769230769232,1.0
12557.0,94,6,11579.800000000001,7136.34,8.873095436900396,1929.966666666667,560,0.010714285714285714,0.16785714285714284
12559.0,148,3,536.21,0.0,0.0,178.73666666666668,157,0.01910828025477707,0.9426751592356688
12561.0,140,1,238.85,0.0,0.0,238.85,140,0.007142857142857143,1.0
12562.0,14,4,2140.41,2826.51,7.947151744677213,535.1025,273,0.014652014652014652,0.05128205128205128
12563.0,246,1,249.24,0.0,0.0,249.24,246,0.0040650406504065045,1.0
12564.0,99,1,456.9,0.0,0.0,456.9,99,0.010101010101010102,1.0
12565.0,119,2,131.17,0.0,0.0,65.585,126,0.015873015873015872,0.9444444444444444
12567.0,17,14,10099.64,3294.18,8.100216073669124,721.4028571428571,504,0.027777777777777776,0.03373015873015873
12568.0,482,1,70.0,0.0,0.0,70.0,482,0.002074688796680498,1.0
12569.0,21,7,1282.76,2782.23,7.931367402739111,183.25142857142856,90,0.07777777777777778,0.23333333333333334
12570.0,520,1,77.52,0.0,0.0,77.52,520,0.0019230769230769232,1.0
12573.0,65,5,717.41,0.0,0.0,143.482,303,0.0165016501650165,0.2145214521452145
12574.0,153,1,218.45,0.0,0.0,218.45,153,0.006535947712418301,1.0
12575.0,295,2,622.8199999999999,0.0,0.0,311.40999999999997,364,0.005494505494505495,0.8104395604395604
12576.0,56,7,1198.54,885.3299999999999,6.787089341755503,171.22,364,0.019230769230769232,0.15384615384615385
12577.0,197,6,1191.84,399.51,5.992738734985712,198.64,574,0.010452961672473868,0.343205574912892
12578.0,154,6,3386.6,1185.85,7.079058017626961,564.4333333333333,281,0.021352313167259787,0.5480427046263345
12580.0,84,2,1052.9,0.0,0.0,526.45,414,0.004830917874396135,0.2028985507246377
12582.0,76,4,1980.4,0.0,0.0,495.1,415,0.00963855421686747,0.18313253012048192
12583.0,9,21,10799.43,3545.47,8.173708021562236,514.2585714285715,571,0.03677758318739054,0.01576182136602452
12584.0,1,4,573.0400000000001,1320.91,7.18683293942549,143.26000000000002,118,0.03389830508474576,0.00847457627118644
12585.0,72,4,1982.81,0.0,0.0,495.7025,189,0.021164021164021163,0.38095238095238093
12586.0,206,4,1831.73,196.94000000000003,5.2879639544685455,457.9325,561,0.0071301247771836,0.3672014260249554
12588.0,237,4,724.08,214.89999999999998,5.3748153375207615,181.02,435,0.009195402298850575,0.5448275862068965
12589.0,252,9,2447.49,646.68,6.473396747218991,271.9433333333333,527,0.017077798861480076,0.4781783681214421
12590.0,28,5,9853.48,0.0,0.0,1970.696,444,0.01126126126126126,0.06306306306306306
12591.0,155,3,1352.15,0.0,0.0,450.7166666666667,246,0.012195121951219513,0.6300813008130082
12592.0,51,7,946.8199999999999,205.8,5.331752142634274,135.26,357,0.0196078431372549,0.14285714285714285
12593.0,56,1,236.0,182.1,5.210032451680465,236.0,56,0.017857142857142856,1.0
12594.0,21,14,3514.2400000000002,1530.27,7.33385273543223,251.0171428571429,484,0.028925619834710745,0.04338842975206612
12595.0,342,1,299.02,0.0,0.0,299.02,342,0.0029239766081871343,1.0
12596.0,80,1,269.95,348.32,5.855988407545532,269.95,80,0.0125,1.0
12597.0,21,2,1428.81,2254.32,7.721047148742565,714.405,106,0.018867924528301886,0.19811320754716982
12598.0,58,10,2677.33,1737.34,7.460685913850493,267.733,486,0.0205761316872428,0.11934156378600823
12599.0,2,10,1862.28,434.44,6.076357014125945,186.228,415,0.024096385542168676,0.004819277108433735
12600.0,42,22,3672.71,1283.08,7.157797787604962,166.94136363636363,570,0.03859649122807018,0.07368421052631578
12601.0,27,7,673.76,0.0,0.0,96.25142857142858,242,0.028925619834710745,0.1115702479338843
12604.0,99,1,178.5,75.68,4.339640918177444,178.5,99,0.010101010101010102,1.0
12605.0,203,5,1217.95,0.0,0.0,243.59,296,0.016891891891891893,0.6858108108108109
12606.0,520,1,21.0,0.0,0.0,21.0,520,0.0019230769230769232,1.0
12608.0,242,1,415.79,0.0,0.0,415.79,242,0.004132231404958678,1.0
12609.0,24,9,3091.7400000000002,326.12,5.7903270760563865,343.5266666666667,557,0.01615798922800718,0.04308797127468582
12613.0,35,11,4835.06,1756.46,7.471624863824109,439.5509090909091,563,0.019538188277087035,0.06216696269982238
12614.0,115,1,315.6,0.0,0.0,315.6,115,0.008695652173913044,1.0
12615.0,6,8,3908.43,1656.45,7.413035555692498,488.55375,576,0.013888888888888888,0.010416666666666666
12616.0,90,5,617.5,427.84999999999997,6.0611072074364305,123.5,226,0.022123893805309734,0.39823008849557523
12619.0,72,3,771.8,2583.15,7.857151912753287,257.26666666666665,398,0.007537688442211055,0.18090452261306533
12620.0,42,1,561.66,777.75,6.657690070101663,561.66,42,0.023809523809523808,1.0
12621.0,10,35,18984.66,5594.65,8.629744789154604,542.4188571428572,506,0.0691699604743083,0.019762845849802372
12622.0,70,1,180.1,0.0,0.0,180.1,70,0.014285714285714285,1.0
12623.0,114,9,3639.84,0.0,0.0,404.4266666666667,534,0.016853932584269662,0.21348314606741572
12624.0,15,1,299.94,341.19,5.835366138354305,299.94,15,0.06666666666666667,1.0
12625.0,49,5,5095.38,0.0,0.0,1019.076,434,0.01152073732718894,0.11290322580645161
12626.0,149,4,1166.55,5221.8,8.560788935533884,291.6375,164,0.024390243902439025,0.9085365853658537
12629.0,223,2,1558.22,0.0,0.0,779.11,261,0.007662835249042145,0.8544061302681992
12631.0,269,6,2811.77,640.5,6.463809184055691,468.62833333333333,531,0.011299435028248588,0.5065913370998116
12632.0,358,4,738.88,0.0,0.0,184.72,402,0.009950248756218905,0.8905472636815921
12633.0,24,8,5160.78,434.43,6.0763340485857364,645.0975,363,0.02203856749311295,0.06611570247933884
12634.0,373,2,490.0,0.0,0.0,245.0,386,0.0051813471502590676,0.966321243523316
12635.0,230,2,1241.23,1689.18,7.432590311121191,620.615,294,0.006802721088435374,0.782312925170068
12636.0,576,1,141.0,0.0,0.0,141.0,576,0.001736111111111111,1.0
12637.0,77,10,4641.51,3630.15,8.197304681494689,464.151,381,0.026246719160104987,0.2020997375328084
12638.0,477,1,249.8,671.69,6.511284599453549,249.8,477,0.0020964360587002098,1.0
12639.0,76,3,1312.37,0.0,0.0,437.45666666666665,465,0.0064516129032258064,0.16344086021505377
12643.0,10,13,6678.68,1202.22,7.092756575397852,513.7446153846154,449,0.028953229398663696,0.022271714922048998
12644.0,268,5,1337.63,477.91,6.171512688316606,267.526,532,0.009398496240601503,0.5037593984962406
12645.0,57,7,2542.62,956.48,6.86430483310819,363.2314285714286,506,0.01383399209486166,0.11264822134387352
12647.0,37,40,16262.28,1420.51,7.259474965888681,406.557,533,0.075046904315197,0.06941838649155722
12648.0,272,4,778.95,318.05,5.765347830314356,194.7375,539,0.0074211502782931356,0.5046382189239332
12649.0,50,8,1990.19,248.51000000000002,5.519498994548706,248.77375,534,0.0149812734082397,0.09363295880149813
12651.0,172,5,365.3,0.0,0.0,73.06,303,0.0165016501650165,0.5676567656765676
12652.0,160,3,1011.58,0.0,0.0,337.1933333333333,272,0.011029411764705883,0.5882352941176471
12653.0,134,2,2730.08,1430.75,7.266652751273966,1365.04,364,0.005494505494505495,0.36813186813186816
12654.0,35,3,337.75,264.23,5.580597374085823,112.58333333333333,133,0.022556390977443608,0.2631578947368421
12655.0,261,1,261.35,0.0,0.0,261.35,261,0.0038314176245210726,1.0
12656.0,41,7,3959.41,2361.37,7.767420631398861,565.63,400,0.0175,0.1025
12661.0,274,1,162.0,0.0,0.0,162.0,274,0.0036496350364963502,1.0
12662.0,25,16,4937.47,2011.7,7.607232383236952,308.591875,455,0.035164835164835165,0.054945054945054944
12663.0,462,3,204.0,0.0,0.0,68.0,506,0.005928853754940711,0.9130434782608695
12664.0,70,4,2491.7400000000002,3560.3,8.177880925727598,622.9350000000001,564,0.0070921985815602835,0.12411347517730496
12665.0,162,5,301.45,0.0,0.0,60.29,507,0.009861932938856016,0.31952662721893493
12666.0,197,2,1020.98,0.0,0.0,510.49,232,0.008620689655172414,0.8491379310344828
12668.0,86,10,10527.2,853.51,6.750528205237315,1052.72,515,0.019417475728155338,0.1669902912621359
12669.0,86,3,1136.3,471.43,6.157889587810629,378.76666666666665,94,0.031914893617021274,0.9148936170212766
12670.0,37,4,1790.6299999999999,1959.76,7.581087432169022,447.65749999999997,504,0.007936507936507936,0.07341269841269842
12671.0,444,1,2622.481,0.0,0.0,2622.481,444,0.0022522522522522522,1.0
12672.0,167,3,410.5,0.0,0.0,136.83333333333334,433,0.006928406466512702,0.3856812933025404
12673.0,164,2,840.4,389.62,5.967735220408745,420.2,239,0.008368200836820083,0.6861924686192469
12674.0,8,2,976.8,942.51,6.849606963586566,488.4,45,0.044444444444444446,0.17777777777777778
12675.0,391,4,934.8,0.0,0.0,233.7,416,0.009615384615384616,0.9399038461538461
12676.0,28,9,2270.65,502.44,6.221464539218678,252.29444444444445,321,0.028037383177570093,0.08722741433021806
12677.0,393,3,389.3,0.0,0.0,129.76666666666668,570,0.005263157894736842,0.6894736842105263
12678.0,13,17,22114.03,11737.1,9.37059524042089,1300.825294117647,539,0.03153988868274583,0.02411873840445269
12679.0,43,3,869.13,189.54000000000002,5.249862146278633,289.71,121,0.024793388429752067,0.35537190082644626
12681.0,25,45,25586.51,4965.25,8.51042030712881,568.589111111111,564,0.0797872340425532,0.044326241134751775
12682.0,15,35,17719.97,6225.84,8.736624259986375,506.28485714285716,576,0.06076388888888889,0.026041666666666668
12683.0,22,20,9212.69,3205.91,8.073063135688512,460.6345,564,0.03546099290780142,0.03900709219858156
12684.0,8,4,1379.48,904.15,6.808100675821953,344.87,51,0.0784313725490196,0.1568627450980392
12686.0,209,1,178.28,0.0,0.0,178.28,209,0.004784688995215311,1.0
12687.0,318,2,2138.91,0.0,0.0,1069.455,318,0.006289308176100629,1.0
12690.0,43,1,389.01,0.0,0.0,389.01,43,0.023255813953488372,1.0
12691.0,156,4,540.8,629.6,6.446671747110961,135.2,258,0.015503875968992248,0.6046511627906976
12692.0,475,1,110.95,0.0,0.0,110.95,475,0.002105263157894737,1.0
12693.0,49,9,1425.23,215.19000000000003,5.376157650666373,158.35888888888888,360,0.025,0.1361111111111111
12694.0,21,3,1409.28,430.17,6.066502443890595,469.76,259,0.011583011583011582,0.08108108108108109
12695.0,48,4,914.27,492.85,6.202231827354137,228.5675,503,0.007952286282306162,0.09542743538767395
12696.0,272,3,801.15,0.0,0.0,267.05,520,0.0057692307692307696,0.5230769230769231
12697.0,7,1,390.5,548.52,6.309045169905626,390.5,7,0.14285714285714285,1.0
12698.0,428,1,339.75,0.0,0.0,339.75,428,0.002336448598130841,1.0
12699.0,255,1,638.11,0.0,0.0,638.11,255,0.00392156862745098,1.0
12700.0,53,2,1056.43,3811.56,8.24605615849675,528.215,53,0.03773584905660377,1.0
12701.0,80,5,1985.78,460.63,6.1347637044165335,397.156,471,0.010615711252653927,0.16985138004246284
12703.0,471,5,617.48,274.7,5.619313318029751,123.49600000000001,522,0.009578544061302681,0.9022988505747126
12704.0,7,1,329.56,1891.28,7.545537730205496,329.56,7,0.14285714285714285,1.0
12705.0,14,13,7862.41,3691.59,8.214083387839036,604.8007692307692,574,0.02264808362369338,0.024390243902439025
12707.0,129,1,603.42,0.0,0.0,603.42,129,0.007751937984496124,1.0
12708.0,10,24,4044.89,1073.27,6.979396640122013,168.53708333333333,559,0.04293381037567084,0.017889087656529516
