Customer ID,Recency,Frequency,Monetary
12758.0,117,8,9779.0
12759.0,52,8,5020.74
12760.0,456,1,347.8
12761.0,458,2,782.95
12762.0,8,2,1898.52
12763.0,138,2,814.16
12764.0,317,1,1693.88
12765.0,472,6,1404.58
12766.0,4,11,10026.43
12767.0,376,1,949.82
12769.0,239,1,1143.6
12770.0,211,7,2975.95
12771.0,465,2,262.5
12772.0,60,1,892.47
12773.0,564,2,1.7763568394002505e-15
12774.0,536,1,98.7
12775.0,17,8,1651.32
12776.0,668,1,55.5
12777.0,458,1,519.45
12778.0,20,10,1757.68
12779.0,21,21,6406.76
12780.0,599,1,337.4
12781.0,21,5,707.72
12782.0,5,14,4526.04
12783.0,2,8,1603.87
12784.0,9,3,1804.75
12785.0,3,5,1079.31
12786.0,610,1,728.5000000000001
12787.0,10,5,859.1800000000001
12788.0,463,4,444.90000000000003
12789.0,65,3,273.35
12790.0,192,3,563.45
12791.0,374,8,777.75
12792.0,257,3,813.88
12793.0,335,3,1017.33
12794.0,53,2,860.41
12795.0,19,1,430.48
12796.0,628,1,381.0
12797.0,360,6,725.46
12798.0,10,4,8510.93
12799.0,529,1,219.35
12800.0,470,3,584.25
12801.0,478,2,1031.8700000000001
12802.0,184,9,2350.42
12803.0,393,1,1092.81
12804.0,466,2,327.02
12805.0,382,4,1434.95
12806.0,435,4,2878.96
12807.0,383,3,269.95
12808.0,37,5,906.1
12809.0,168,8,1705.34
12810.0,535,2,534.99
12811.0,261,5,1033.9
12812.0,45,1,229.64000000000001
12813.0,502,3,1687.8
12814.0,102,1,125.92
12815.0,148,2,1063.46
12816.0,96,2,572.2
12817.0,281,3,690.98
12818.0,178,2,1517.88
12819.0,458,1,540.52
12820.0,3,13,2647.94
12821.0,214,2,220.8
12822.0,71,3,918.98
12823.0,75,18,6501.5
12824.0,60,1,397.12
12825.0,521,2,518.63
12826.0,3,15,2928.69
12827.0,6,3,430.15
12828.0,3,6,1018.71
12829.0,322,4,345.35
12830.0,38,7,6748.4
12831.0,262,3,451.11
12832.0,32,2,383.03000000000003
12833.0,145,1,417.38
12834.0,283,1,312.38
12835.0,418,49,6018.67
12836.0,59,17,6546.47
12837.0,173,2,688.41
12838.0,34,12,3376.03
12839.0,3,31,9927.83
12840.0,144,11,4013.87
12841.0,5,42,7390.4800000000005
12842.0,70,4,1917.99
12843.0,66,34,6345.61
12844.0,29,4,648.6
12845.0,267,4,354.09000000000003
12846.0,682,1,15.58
12847.0,22,2,1636.8999999999999
12848.0,676,1,208.0
12849.0,31,6,3090.56
12850.0,446,1,330.0
12851.0,97,2,284.13
12852.0,290,2,299.75
12853.0,108,16,3728.5
12854.0,79,11,2922.37
12855.0,373,4,650.94
12856.0,8,8,2162.68
12857.0,211,7,3684.25
12858.0,383,2,151.73
12859.0,459,1,575.1
12860.0,693,1,55.47
12861.0,620,1,68.25
12862.0,426,2,1008.32
12863.0,52,7,2775.55
12864.0,138,2,299.57
12865.0,26,5,3303.31
12866.0,283,3,1227.35
12867.0,26,16,7862.69
12868.0,186,8,2247.06
12869.0,682,1,337.66999999999996
12870.0,366,4,1647.15
12871.0,84,3,744.02
12872.0,327,13,3678.34
12873.0,282,3,2027.3
12874.0,385,3,933.42
12875.0,143,5,1356.9900000000002
12876.0,58,5,4068.59
12877.0,4,20,2955.17
12878.0,18,3,841.64
12879.0,45,4,552.57
12880.0,382,2,640.13
12881.0,276,1,298.0
12882.0,9,2,1463.04
12883.0,25,4,703.47
12884.0,88,1,309.05
12885.0,63,4,1158.27
12886.0,68,3,1351.09
12887.0,384,1,222.4
12888.0,214,4,313.77
12889.0,381,6,365.66
12890.0,24,2,717.27
12891.0,186,12,819.5
12892.0,397,1,263.38
12893.0,31,1,188.14
12894.0,575,1,157.35
12895.0,42,3,347.3
12897.0,205,4,514.25
12898.0,464,2,310.96
12899.0,414,1,366.4
12900.0,422,1,340.33000000000004
12901.0,9,36,16293.1
12902.0,265,1,138.68
12903.0,429,1,833.5300000000001
12904.0,18,2,509.58
12905.0,577,3,1011.82
12906.0,12,5,2919.81
12907.0,396,3,440.36
12908.0,59,7,1272.0
12909.0,40,13,3034.77
12910.0,23,14,5747.02
12911.0,552,1,1680.47
12912.0,3,5,1662.3
12913.0,5,13,6700.86
12914.0,401,1,223.98
12915.0,149,8,1084.85
12916.0,139,8,4630.22
12917.0,128,8,4329.5
12919.0,8,8,1301.44
12920.0,17,4,488.09000000000003
12921.0,4,103,34639.45
12922.0,161,1,405.38
12923.0,64,3,789.87
12924.0,88,14,2423.15
12925.0,5,3,729.33
12926.0,411,4,1548.46
12927.0,395,1,197.31
12928.0,35,12,4304.89
12929.0,122,2,105.1
12930.0,78,4,409.90000000000003
12931.0,22,71,71299.67
12932.0,539,8,1698.56
12933.0,24,11,1627.28
12934.0,737,1,181.65
12935.0,2,19,4182.01
12936.0,17,5,1012.9
12937.0,15,9,3097.61
12938.0,26,1,114.14
12939.0,64,20,25264.8
12940.0,46,4,876.29
12941.0,724,1,377.49
12942.0,131,3,942.65
12943.0,301,4,489.0
12944.0,36,2,604.51
12945.0,288,2,900.11
12946.0,437,1,324.45
12947.0,144,11,1711.33
12948.0,16,10,2306.18
12949.0,31,28,15391.0
12950.0,2,3,1843.0
12951.0,9,20,3164.42
12952.0,6,5,1382.84
12953.0,10,2,828.8100000000001
12954.0,639,1,162.45
12955.0,1,14,4734.26
12956.0,306,4,521.89
12957.0,4,21,8628.42
12958.0,400,2,539.49
12959.0,484,2,133.35
12960.0,414,4,1322.0700000000002
12961.0,379,1,211.99
12962.0,7,2,266.39
12963.0,8,14,3512.79
12964.0,437,1,132.24
12965.0,89,1,771.91
12966.0,10,1,160.18
12967.0,3,5,3840.77
12968.0,112,1,135.95
12969.0,603,1,122.45
12970.0,7,10,1524.97
12971.0,4,120,15482.74
12972.0,414,6,1115.95
12973.0,414,1,385.55
12974.0,198,2,408.95
12975.0,430,8,1993.99
12976.0,212,8,3156.38
12977.0,156,4,517.63
12978.0,385,6,2496.07
12979.0,729,2,479.54
12980.0,156,26,15909.390000000001
12981.0,30,2,372.21999999999997
12982.0,240,17,2562.12
12983.0,598,1,490.08
12984.0,19,1,97.5
12985.0,1,3,1215.6200000000001
12986.0,403,12,1991.5900000000001
12987.0,74,6,1298.51
12988.0,292,1,535.32
12989.0,3,39,12846.8
12990.0,31,7,955.5
12991.0,23,3,764.82
12992.0,725,1,93.35
12993.0,23,10,1191.26
12994.0,4,5,902.22
12995.0,78,2,200.72
12996.0,376,1,355.5
12997.0,22,16,2065.11
12998.0,493,4,897.38
12999.0,196,3,455.88
13000.0,107,5,965.0
13001.0,4,37,24136.05
13002.0,318,3,414.13
13003.0,106,3,149.05
13004.0,12,46,11143.99
13005.0,174,6,935.03
13006.0,56,1,81.57
13007.0,580,1,175.25
13008.0,323,7,543.28
13009.0,673,1,234.0
13010.0,374,2,330.12
13011.0,372,1,101.10000000000001
13012.0,9,15,2591.1800000000003
13013.0,1,31,12601.82
13014.0,3,18,5220.83
13015.0,53,14,6465.72
13016.0,73,3,789.89
13017.0,7,1,204.0
13018.0,16,37,9742.81
13019.0,379,8,1212.95
13020.0,548,5,606.96
13021.0,4,24,4786.38
13022.0,430,1,65.3
13023.0,64,3,1449.03
13024.0,464,3,535.42
13025.0,732,1,323.39
13026.0,1,13,1690.1200000000001
13027.0,114,23,17148.0
13028.0,23,3,659.68
13029.0,31,5,1927.3
13030.0,11,2,1227.22
13031.0,407,5,3419.27
13032.0,39,11,2817.59
13033.0,357,2,220.55
13034.0,55,3,922.68
13035.0,58,4,1328.95
13036.0,685,1,307.1
13037.0,138,16,3842.55
13038.0,80,3,908.46
13039.0,584,4,1010.73
13040.0,9,2,676.99
13041.0,451,4,799.13
13042.0,584,4,1522.79
13043.0,254,2,471.57
13044.0,291,13,4824.2
13045.0,99,3,808.9200000000001
13046.0,31,3,949.25
13047.0,32,42,8466.72
13048.0,14,13,4035.16
13049.0,64,5,1384.14
13050.0,9,57,11822.44
13051.0,579,2,155.8
13052.0,212,7,3168.53
13053.0,622,1,127.65
13055.0,64,6,2292.51
13056.0,551,1,209.48
13057.0,530,4,540.74
13058.0,25,3,271.40000000000003
13059.0,250,12,2272.62
13060.0,254,1,307.53000000000003
13061.0,72,1,248.61
13062.0,191,1,346.98
13063.0,481,1,188.4
13064.0,13,6,1680.74
13065.0,373,6,1255.96
13066.0,24,3,430.9
13067.0,82,3,508.51
13068.0,10,2,344.0
13069.0,1,42,8747.47
13070.0,192,5,743.9
13071.0,612,1,129.22
13072.0,267,1,177.15
13073.0,411,2,418.08
13074.0,511,5,1362.8400000000001
13075.0,130,1,919.61
13076.0,458,1,135.4
13077.0,1,14,3040.17
13078.0,1,95,28883.83
13079.0,4,6,419.18
13080.0,179,5,260.83
13081.0,1,44,58328.15
13082.0,126,25,7268.92
13083.0,4,3,395.43
13084.0,488,2,116.44999999999999
13085.0,158,10,1459.46
13086.0,383,1,439.33000000000004
13087.0,726,1,313.64
13088.0,417,1,236.11
13089.0,3,247,113214.19
13090.0,9,30,13771.28
13092.0,71,15,2007.33
13093.0,267,88,54073.73
13094.0,21,17,2214.6600000000003
13095.0,71,1,74.39999999999999
13096.0,394,1,419.7000000000001
13097.0,33,40,12861.73
13098.0,1,41,28658.88
13099.0,99,1,207.36
13101.0,234,4,695.4
13102.0,1,42,11440.12
13103.0,40,3,709.64
13104.0,3,9,1709.1
13105.0,436,1,72.0
13106.0,129,3,586.46
13107.0,44,15,5109.62
13108.0,373,2,1098.52
13109.0,3,7,1107.58
13110.0,31,14,2896.17
13111.0,719,1,321.88000000000005
13113.0,1,60,16600.25
13114.0,731,1,234.38
13115.0,9,23,5374.45
13116.0,117,2,485.19
13117.0,22,19,2642.11
13118.0,20,12,2334.1
13119.0,669,1,134.9
13120.0,239,1,30.6
13121.0,269,2,254.73
13122.0,94,2,922.39
13123.0,473,2,506.75
13124.0,90,4,4782.45
13125.0,524,1,158.57
13126.0,5,19,3902.47
13127.0,78,1,259.17
13128.0,631,1,263.5
13129.0,452,2,233.25
13130.0,94,1,64.0
13131.0,23,8,3279.77
13132.0,262,1,77.3
13133.0,274,3,200.45
13134.0,73,9,2422.28
13135.0,197,2,3371.45
13136.0,50,24,6077.8
13137.0,11,17,7667.37
13138.0,22,8,1454.49
13139.0,16,9,8193.83
13140.0,108,5,1215.68
13141.0,85,21,7536.63
13142.0,19,1,307.09000000000003
13143.0,582,2,399.2
13144.0,333,2,135.35
13145.0,40,8,1419.77
13146.0,26,1,228.91
13147.0,10,4,712.8
13148.0,29,36,8123.6
13149.0,14,4,1676.06
13150.0,471,4,435.02
13151.0,203,5,2511.69
13152.0,417,9,2114.98
13153.0,6,1,486.22
13154.0,144,5,997.43
13155.0,33,6,1750.18
13156.0,385,3,1586.54
13157.0,49,10,5667.71
13158.0,95,5,1508.18
13159.0,9,5,1379.75
13160.0,22,1,91.8
13161.0,313,2,478.88
13162.0,122,19,9116.94
13164.0,569,3,297.46000000000004
13165.0,46,3,1451.1599999999999
13166.0,282,3,881.68
13167.0,19,5,1125.15
13168.0,36,6,1866.26
13169.0,64,3,840.08
13170.0,27,1,116.00999999999999
13171.0,8,5,426.81
13172.0,400,1,69.6
13173.0,4,13,2620.5
13174.0,16,12,9494.84
13175.0,554,4,793.1
13176.0,46,1,492.84
13177.0,65,2,512.2
13178.0,26,25,13997.89
13179.0,619,1,572.3100000000001
13180.0,607,1,86.10000000000001
13181.0,381,1,359.69
13182.0,45,1,121.18
13183.0,8,18,7010.88
13184.0,15,12,1648.79
13185.0,268,1,71.4
13186.0,40,5,1539.69
13187.0,337,5,348.31
13188.0,11,1,114.6
13189.0,19,2,260.68
13190.0,544,4,518.76
13191.0,658,1,164.69
13192.0,95,8,2544.53
13193.0,61,1,117.88
13194.0,136,2,472.78
13195.0,414,1,172.38
13196.0,11,8,3059.64
13197.0,610,1,373.01000000000005
13198.0,10,12,4912.28
13199.0,4,69,16404.98
13200.0,19,4,870.09
13201.0,502,4,1240.61
13202.0,379,8,1571.3500000000001
13203.0,10,11,2630.55
13204.0,731,1,966.6600000000001
13205.0,443,1,2803.2
13206.0,400,15,8280.13
13207.0,15,4,535.86
13208.0,59,10,1970.5
13209.0,30,16,8438.06
13210.0,94,1,353.48
13211.0,10,12,2706.87
13212.0,9,4,780.58
13213.0,57,14,3834.62
13214.0,418,7,3264.23
13215.0,402,1,81.6
13216.0,268,1,333.74
13217.0,122,6,266.12
13218.0,127,1,62.64
13219.0,618,1,76.23
13220.0,78,5,1336.0900000000001
13221.0,240,2,847.41
13222.0,577,1,88.5
13223.0,200,6,969.12
13224.0,60,3,2150.85
13225.0,3,17,15879.27
13226.0,273,2,312.46
13227.0,202,1,257.7
13228.0,81,1,358.0
13229.0,226,1,160.95
13230.0,4,31,6317.22
13232.0,13,7,1357.6
13233.0,74,4,1176.46
13234.0,673,2,356.95
13235.0,212,2,101.17000000000007
13236.0,25,3,727.27
13237.0,388,1,643.0
13238.0,11,7,986.73
13239.0,262,6,1579.84
13240.0,96,9,1661.17
13241.0,412,1,115.58
13242.0,112,7,699.4
13243.0,203,5,1278.04
13244.0,93,1,121.74000000000001
13245.0,51,2,989.22
13246.0,18,14,3277.68
13247.0,18,4,501.12
13248.0,125,2,465.68
13249.0,92,9,1608.9299999999998
13250.0,453,3,248.54
13251.0,402,1,252.68
13252.0,394,3,341.3
13253.0,157,4,2951.11
13254.0,376,1,51.41
13255.0,4,4,895.61
13257.0,428,3,117.95
13258.0,12,5,1035.18
13259.0,62,9,1433.38
13260.0,61,1,557.62
13261.0,269,2,944.1
13262.0,263,3,573.45
13263.0,1,39,8704.69
13264.0,443,1,722.5600000000001
13265.0,53,5,2107.66
13266.0,11,30,5965.3
13267.0,3,50,9512.210000000001
13268.0,18,15,3167.64
13269.0,1,30,8861.39
13270.0,366,1,1180.0
13271.0,37,2,178.26
13272.0,31,2,276.56
13273.0,113,1,138.98
13274.0,409,1,360.85
13275.0,384,2,241.66
13276.0,64,7,1918.56
13277.0,16,7,523.3
13278.0,41,5,1428.2
13279.0,64,2,126.30000000000001
13280.0,122,8,2297.13
13281.0,437,3,306.45
13282.0,18,7,1228.89
13283.0,60,4,373.36
13284.0,323,2,196.15
13285.0,23,6,3364.59
13286.0,600,1,734.91
13287.0,583,7,519.67
13288.0,443,6,892.16
13289.0,724,1,307.95
13291.0,156,11,3320.84
13292.0,39,6,987.79
13293.0,392,7,1180.34
13294.0,190,3,1689.53
13295.0,360,9,1058.02
13296.0,137,6,792.51
13297.0,8,8,4352.67
13298.0,1,1,360.0
13299.0,268,5,1173.3
13300.0,165,5,1267.21
13301.0,104,4,618.09
13302.0,155,2,159.2
13303.0,400,1,61.72
13304.0,351,7,1120.79
13305.0,4,16,3754.71
13306.0,430,1,53.65
13307.0,120,3,273.34
13308.0,23,5,1652.47
13309.0,7,6,1706.3700000000001
13310.0,9,8,1492.8
13311.0,4,2,598.57
13312.0,451,1,124.75
13313.0,22,15,3423.27
13314.0,2,4,578.66
13315.0,689,1,310.26000000000005
13316.0,37,12,12906.93
13317.0,64,31,6068.531
13318.0,1,3,640.76
13319.0,5,78,21706.09
13320.0,70,9,2160.95
13321.0,72,2,567.36
13322.0,17,1,199.48000000000002
13323.0,3,5,787.85
13324.0,32,23,10421.37
13325.0,82,1,675.3
13326.0,432,1,281.76
13327.0,39,22,9741.03
13328.0,316,1,1308.48
13329.0,32,14,4977.0199999999995
13330.0,93,6,2806.18
13331.0,402,1,262.4
13332.0,14,1,350.90000000000003
13333.0,411,3,1015.74
13334.0,82,6,6257.0
13336.0,77,1,795.12
13337.0,519,2,1548.55
13338.0,154,10,2223.62
13339.0,201,1,860.12
13340.0,45,12,22100.56
13341.0,261,1,775.85
13343.0,173,2,303.93
13344.0,68,3,2543.7200000000003
13345.0,277,2,377.6
13346.0,463,6,299.4
13347.0,70,1,341.36
13348.0,64,1,233.76000000000002
13349.0,11,1,247.32
13350.0,16,3,910.72
13351.0,66,1,373.94
13352.0,8,2,389.28000000000003
13354.0,71,1,743.53
13355.0,122,1,674.7
13356.0,80,1,768.24
13357.0,257,5,3838.36
13358.0,269,1,439.03000000000003
13359.0,59,4,1001.96
13360.0,428,7,1464.1
13361.0,472,2,1450.5
13362.0,3,10,5357.57
13363.0,18,3,1723.8600000000001
13365.0,9,4,2164.32
13366.0,50,1,56.16
13367.0,432,1,510.2
13368.0,257,5,1086.1000000000001
13369.0,354,2,572.03
